BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,5030,5150,120,,ctg270_6,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,5192,5312,120,,ctg270_7,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,5619,7146,1527,,ctg270_8,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,7522,7834,312,,ctg270_9,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,7912,8674,762,,ctg270_10,,,,,
samp_4317_maxbin_26_contig_153_LAP,samp_4317_maxbin_26_contig_153_LAP,9046,9673,627,,ctg270_11,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,1,730,729,,ctg271_1,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,693,1230,537,,ctg271_2,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,1226,2111,885,,ctg271_3,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,2116,2917,801,,ctg271_4,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,3305,3740,435,,ctg271_5,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,3936,4998,1062,,ctg271_6,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,5385,5613,228,,ctg271_7,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,6084,6798,714,,ctg271_8,,regulatory (smcogs) SMCOG1016:LuxR family DNA-binding response regulator (Score: 155.5; E-value: 1.9e-47),,,regulatory
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,6850,7852,1002,,ctg271_9,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,8483,10307,1824,,ctg271_10,,biosynthetic-additional (smcogs) SMCOG1025:diguanylate cyclase (Score: 121; E-value: 1.4e-36),,,biosynthetic-additional
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,10967,12494,1527,,ctg271_11,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,12540,13104,564,,ctg271_12,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,13461,15513,2052,,ctg271_13,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,15605,19478,3873,,ctg271_14,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 368.1; E-value: 1.2e-111),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,19477,25855,6378,,ctg271_15,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 350.4; E-value: 3e-106),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,25870,34573,8703,,ctg271_16,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 318.8; E-value: 8.3e-97),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,34987,46708,11721,,ctg271_17,,biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1093:Beta-ketoacyl synthase (Score: 118; E-value: 7.1e-36),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,46874,57338,10464,,ctg271_18,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (rule-based-clusters) Aminotran_3;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 261.1; E-value: 3e-79),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,57369,58125,756,,ctg271_19,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,58257,66153,7896,,ctg271_20,,biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding;biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 262; E-value: 1.5e-79),,,biosynthetic
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,66235,67996,1761,,ctg271_21,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 115.4; E-value: 5.4e-35),,,transport
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,68004,69048,1044,,ctg271_22,,biosynthetic-additional (rule-based-clusters) 2-Hacid_dh_C;biosynthetic-additional (smcogs) SMCOG1072:dehydrogenase (Score: 340.4; E-value: 1.2e-103),,,biosynthetic-additional
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,69124,70060,936,,ctg271_23,,biosynthetic-additional (smcogs) SMCOG1089:methyltransferase (Score: 242.3; E-value: 9.7e-74),,,biosynthetic-additional
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,70666,70981,315,,ctg271_24,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,71031,74439,3408,,ctg271_25,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,74872,75268,396,,ctg271_26,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,75617,75854,237,,ctg271_27,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,76083,76806,723,,ctg271_28,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,77185,78118,933,,ctg271_29,,,,,
samp_4317_maxbin_26_contig_177_NRPS,samp_4317_maxbin_26_contig_177_NRPS / T1PKS / NRPS-like,78121,78856,735,,ctg271_30,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,0,345,345,,ctg272_1,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,491,1340,849,,ctg272_2,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,1508,9197,7689,,ctg272_3,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: ene_KS;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 249.9; E-value: 7.6e-76),,,biosynthetic
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,9367,9928,561,,ctg272_4,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 165.2; E-value: 3.4e-50),,,transport
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,9945,10173,228,,ctg272_5,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,10501,10651,150,,ctg272_6,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,11048,11435,387,,ctg272_7,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,12115,13060,945,,ctg272_8,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,13130,14321,1191,,ctg272_9,,,,,
samp_4317_maxbin_26_contig_199_T1PKS,samp_4317_maxbin_26_contig_199_T1PKS,14561,14828,267,,ctg272_10,,,,,
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,621,1206,585,,ctg273_1,,"regulatory (smcogs) SMCOG1032:RNA polymerase, sigma-24 subunit, ECF subfamily (Score: 138.1; E-value: 3.9e-42)",,,regulatory
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,1205,1583,378,,ctg273_2,,,,,
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,1603,2104,501,,ctg273_3,,,,,
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,2135,3074,939,,ctg273_4,,,,,
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,3655,9943,6288,,ctg273_5,,biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 395.2; E-value: 5.8e-120),,,biosynthetic
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,9954,11277,1323,,ctg273_6,,biosynthetic-additional (rule-based-clusters) Aminotran_1_2;biosynthetic-additional (rule-based-clusters) Aminotran_5;biosynthetic-additional (smcogs) SMCOG1109:8-amino-7-oxononanoate synthase (Score: 560.7; E-value: 3.1e-170),,,biosynthetic-additional
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,11626,12934,1308,,ctg273_7,,transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 137.9; E-value: 6.7e-42),,,transport
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,12956,14120,1164,,ctg273_8,,,,,
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,14144,14852,708,,ctg273_9,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 200.6; E-value: 5e-61),,,transport
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,15024,15831,807,,ctg273_10,,biosynthetic-additional (rule-based-clusters) Fer4_12;biosynthetic-additional (rule-based-clusters) PF04055,,,biosynthetic-additional
samp_4317_maxbin_26_contig_563_NRPS-like,samp_4317_maxbin_26_contig_563_NRPS-like / T1PKS,15827,17702,1875,,ctg273_11,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,2,134,132,,ctg274_1,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,203,515,312,,ctg274_2,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,534,1131,597,,ctg274_3,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,1238,1811,573,,ctg274_4,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,1853,2972,1119,,ctg274_5,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,3368,3500,132,,ctg274_6,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,3487,4177,690,,ctg274_7,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,4230,4683,453,,ctg274_8,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,5482,8575,3093,,ctg274_9,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: ene_KS;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 236.4; E-value: 1e-71),,,biosynthetic
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,8583,13689,5106,,ctg274_10,,biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (smcogs) SMCOG1001:short-chain dehydrogenase/reductase SDR (Score: 65.7; E-value: 7.4e-20),,,biosynthetic-additional
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,13790,14033,243,,ctg274_11,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,14165,14339,174,,ctg274_12,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,14342,16106,1764,,ctg274_13,,biosynthetic-additional (rule-based-clusters) Trp_halogenase;biosynthetic-additional (smcogs) SMCOG1119:halogenase (Score: 326.2; E-value: 6.1e-99),,,biosynthetic-additional
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,16192,17962,1770,,ctg274_14,,biosynthetic-additional (rule-based-clusters) Trp_halogenase;biosynthetic-additional (smcogs) SMCOG1119:halogenase (Score: 326; E-value: 7.1e-99),,,biosynthetic-additional
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,18047,19856,1809,,ctg274_15,,biosynthetic-additional (smcogs) SMCOG1119:halogenase (Score: 319.2; E-value: 8.3e-97),,,biosynthetic-additional
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,20043,20430,387,,ctg274_16,,,,,
samp_4317_maxbin_26_contig_612_T1PKS,samp_4317_maxbin_26_contig_612_T1PKS,20473,21481,1008,,ctg274_17,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6,,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,0,132,132,,ctg275_1,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,311,476,165,,ctg275_2,,biosynthetic (rule-based-clusters) microviridin: mvd;biosynthetic (rule-based-clusters) microviridin: mvnA,,,biosynthetic
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,630,1164,534,,ctg275_3,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,1384,2176,792,,ctg275_4,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,2824,4159,1335,,ctg275_5,,biosynthetic-additional (rule-based-clusters) TPP_enzyme_N;biosynthetic-additional (rule-based-clusters) TPP_enzyme_C;biosynthetic-additional (smcogs) SMCOG1055:pyruvate oxidase/decarboxylase (Score: 274.3; E-value: 3.7e-83),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,4210,5071,861,,ctg275_6,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,5172,5985,813,,ctg275_7,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,6055,6856,801,,ctg275_8,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,6863,8087,1224,,ctg275_9,,biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (rule-based-clusters) NAD_binding_4;biosynthetic-additional (rule-based-clusters) RmlD_sub_bind;biosynthetic-additional (smcogs) SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 75.8; E-value: 6.4e-23),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,8262,11541,3279,,ctg275_10,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 360.9; E-value: 1.5e-109),,,biosynthetic
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,11645,12968,1323,,ctg275_11,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,13101,14415,1314,,ctg275_12,,biosynthetic-additional (rule-based-clusters) PF04055,,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,14460,14742,282,,ctg275_13,,biosynthetic-additional (rule-based-clusters) PP-binding,,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,14745,16164,1419,,ctg275_14,,biosynthetic-additional (rule-based-clusters) AMP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 155.6; E-value: 2.5e-47),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,16401,16944,543,,ctg275_15,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,17260,17794,534,,ctg275_16,,biosynthetic-additional (rule-based-clusters) DUF98,,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,17848,18874,1026,,ctg275_17,,biosynthetic-additional (smcogs) SMCOG1042:O-methyltransferase (Score: 273.4; E-value: 4.8e-83),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,19062,19632,570,,ctg275_18,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,19690,20245,555,,ctg275_19,,biosynthetic-additional (rule-based-clusters) AMP-binding,,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,20198,20843,645,,ctg275_20,,biosynthetic-additional (rule-based-clusters) Condensation;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 100; E-value: 2.8e-30),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,21068,22106,1038,,ctg275_21,,biosynthetic-additional (smcogs) SMCOG1042:O-methyltransferase (Score: 281; E-value: 2.2e-85),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,22108,23296,1188,,ctg275_22,,biosynthetic-additional (rule-based-clusters) Polysacc_synt_2;biosynthetic-additional (rule-based-clusters) NAD_binding_4;biosynthetic-additional (smcogs) SMCOG1010:NAD-dependent epimerase/dehydratase (Score: 63.3; E-value: 4.2e-19),,,biosynthetic-additional
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,23358,25371,2013,,ctg275_23,,transport (smcogs) SMCOG1000:ABC transporter ATP-binding protein (Score: 116.3; E-value: 3e-35),,,transport
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,25681,27712,2031,,ctg275_24,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,27763,28270,507,,ctg275_25,,,,,
samp_4320_semibin_145_contig_392_NRPS,samp_4320_semibin_145_contig_392_NRPS / microviridin,28354,30043,1689,,ctg275_26,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,301,631,330,,ctg276_1,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,701,1274,573,,ctg276_2,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,2041,2734,693,,ctg276_3,,other (smcogs) SMCOG1208:pirin domain-containing protein (Score: 217.6; E-value: 3.3e-66),,,other
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,2794,3037,243,,ctg276_4,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,3294,3771,477,,ctg276_5,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,3864,4797,933,,ctg276_6,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,4902,6333,1431,,ctg276_7,,biosynthetic-additional (smcogs) SMCOG1222:dehydrogenase (Score: 45.9; E-value: 6.9e-14),,,biosynthetic-additional
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,6722,9503,2781,,ctg276_8,,other (smcogs) SMCOG1037:heavy metal translocating P-type ATPase (Score: 618.4; E-value: 2.9e-187),,,other
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,9507,11307,1800,,ctg276_9,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,11362,11899,537,,ctg276_10,,,,,
samp_4318_metabat2_38_contig_498_terpene,samp_4318_metabat2_38_contig_498_terpene,12109,12892,783,,ctg276_11,,biosynthetic-additional (smcogs) SMCOG1091:glutamine-binding lipoprotein glnH (Score: 157.8; E-value: 4.3e-48),,,biosynthetic-additional
